artist,genres
Big T,"['hip hop', 'hip life', 'hip-hop', 'hiplife']"
BigDaddy,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']"
BigXthaPlug,['southern hip hop']
Biga*Ranx,"['dub', 'reggae', 'ragga']"
Bikay,['v-pop']
Bilal Indrajaya,"['indonesian indie', 'indonesian pop', 'malay']"
Bilel Tacchini,"['raï', 'moroccan pop', 'moroccan chaabi']"
Bill Withers,"['soul', 'motown']"
Bille,"['united states', 'vgm', 'video game music']"
Billie Eilish,"['2010s', '2020s', 'alt-pop', 'alternative pop', 'alternative r&b', 'art pop', 'bedroom pop', 'contemporary r&b', 'dark pop', 'electronic', 'electropop', 'indie pop', 'nepo baby', 'pity pop', 'pop', 'pop rock', 'queer', 'singer-songwriter']"
Billionaire Swagger,[]
Billy Ray Cyrus,"['country', 'pro trump']"
Bing Crosby,['christmas']
Binho,"['forro tradicional', 'forró']"
Binz,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
Bir,[]
Bisa Kdei,"['hiplife', 'azonto', 'afrobeats', 'highlife', 'afrobeat', 'afropop']"
Bittuev,[]
Bizarrap,"['argentine trap', 'trap latino', 'urbano latino']"
Biên,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Biển Của Hy Vọng,"['v-pop', 'vietnamese bolero']"
Black Gryph0n,"['brony', 'brostep', 'edm']"
Black Sherif,"['asakaa', 'hiplife', 'afrobeats', 'afrobeat', 'afropop', 'afroswing']"
BlackHeart,"['thai hip hop', 'thai trap', 't-pop', 'thai pop']"
BlackLowKing,[]
Blacka,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi']"
Blaiz Fayah,"['dancehall', 'moombahton', 'ragga']"
Blak Ray,['vietnamese hip hop']
Blanco White,['indie folk']
Blaq Diamond,"['afropop', 'afro soul', 'amapiano', 'gqom', 'afrobeats']"
Blaq Major,"['amapiano', 'gqom', 'afropop']"
Blaq Tronic,"['afro house', 'gqom']"
Blazerod,[]
Bleachers,[]
Blessd,"['reggaeton', 'urbano latino']"
Bletka,['disco polo']
Bloody Civilian,"['alté', 'afrobeats', 'afro adura', 'afrobeat', 'afropop']"
Blooom,['drum and bass']
Blxst,"['contemporary r&b', 'pop rap', 'west coast hip hop']"
Bnxn,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'afroswing', 'afro adura', 'afro soul']"
Bo9al,"['arabic rap', 'moroccan pop']"
Bob Sinclar,"['french house', 'disco house']"
Bobby Vandamme,['german hip hop']
Bobo,"['dance', 'dance-pop', 'edm', 'euro house', 'eurodance', 'europop', 'synth-pop']"
Bohemia,"['punjabi hip hop', 'desi hip hop', 'punjabi pop', 'hindi hip hop', 'bhangra']"
Boj,"['alté', 'afrobeats', 'afrobeat', 'afroswing', 'afropop', 'afro soul']"
Boladin 211,"['funk', 'funk de bh', 'trap funk', 'funk consciente']"
Bolaget,['epadunk']
Bomba Estéreo,['latin alternative']
Bon Iver,['indie folk']
Bon Nghiêm,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Boney M.,['disco']
Bonez MC,['german hip hop']
Booba,['pop urbaine']
Boohle,"['amapiano', 'gqom']"
Boombox,"['electronic', 'rock']"
Booska-P,[]
Borges,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
Bosh,['pop urbaine']
Both Are Infinite,[]
Bou,"['thai pop', 't-pop']"
Bouss,[]
Boy Spyce,"['afrobeats', 'afrobeat', 'afropop']"
BoyPee,"['afrobeats', 'afrobeat', 'afropop']"
Boyzed,"['v-pop', 'vietnamese hip hop']"
Boyzin Bee,"['afropop', 'afro soul']"
Boza,"['reggaeton', 'urbano latino']"
Bozitt,"['vietnamese lo-fi', 'v-pop', 'lo-fi']"
Brando Luis,[]
Brandon Dhludhlu,"['amapiano', 'deep house', 'gqom', 'afro soul']"
Brandon Lake,"['worship', 'christian']"
Brasco,[]
Brazo Wa Afrika,"['deep house', 'afro house']"
Brazzo T,['amapiano']
Brenno & Matheus,"['agronejo', 'sertanejo', 'sertanejo universitário', 'piseiro']"
Brent Cobb,"['americana', 'alt country', 'red dirt']"
Brent Faiyaz,['r&b']
Bresh,['italian trap']
Bridget Blue,"['afro soul', 'gengetone']"
Bring Me The Horizon,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore', 'metal']"
Brooke Ligertwood,"['worship', 'christian']"
Brother A Tuấn Anh,['v-pop']
Brown Joel,"['afrobeats', 'afrobeat', 'afro adura', 'afropop']"
Brray,"['reggaeton', 'urbano latino']"
Bru-C,"['drum and bass', 'bassline']"
Bruno Major,"['pop', 'r&b', 'singer-songwriter']"
Bruno Mars,"['2010s', 'funk', 'music for soccer moms', 'pop', 'r&b', 'relic inn', 'rock', 'soul']"
Brunori Sas,"['italian singer-songwriter', 'singer-songwriter']"
Brutha Rodz,"['nz reggae', 'reggae']"
Bryan Martin,"['country', 'country rock']"
Bryant Myers,"['trap latino', 'reggaeton', 'trap', 'urbano latino', 'dembow']"
Bryartz,"['chilean trap', 'reggaeton chileno']"
Bryson Tiller,['r&b']
Brytiago,"['trap latino', 'reggaeton', 'urbano latino', 'trap']"
Buba Corelli,[]
Buck Fuddi,[]
Budi Doremi,"['indonesian pop', 'indonesian indie']"
Bueno,"['vietnamese hip hop', 'v-pop']"
Bukahara,[]
Bunny,['reggae']
Bunny Beat,"['vinahouse', 'v-pop']"
Burak Bulut,"['turkish pop', 'arabesk']"
Burna Boy,"['afrobeats', 'afrobeat', 'afropop', 'afroswing', 'dancehall']"
Burry Soprano,"['turkish hip hop', 'turkish pop']"
Buscabulla,['latin indie']
Busta 929,"['amapiano', 'gqom']"
Buzzi Lee,"['amapiano', 'gqom']"
Bvga Beatz,"['brazilian trap', 'trap', 'trap funk']"
Bá Vĩnh,"['ballad', 'nhạc vàng', 'pop', 'seen live', 'v-pop', 'vietnamese', 'vietnamese bolero']"
Bác Sĩ Khoa,['vinahouse']
Báo Bình,['italo dance']
Bình Gold,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
Bí Nhe,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Bích Phương,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']"
Bùi Anh Tuấn,"['v-pop', 'vietnamese lo-fi']"
Bùi Công Nam,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Bùi Hoàng Yến,['v-pop']
Bùi Lan Hương,"['v-pop', 'vietnam indie']"
Bạch Công Khanh,"['v-pop', 'vietnamese bolero']"
Bạn Có Tài Mà,"['vietnamese hip hop', 'v-pop']"
Bảo Anh,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese bolero', 'vietnam indie']"
Bảo Hân,"['v-pop', 'vietnamese hip hop']"
Bảo Hân Helia,"['vietnamese hip hop', 'v-pop']"
Bảo Kun,['v-pop']
Bảo Thy,"['v-pop', 'vietnamese bolero']"
Bảo Uyên,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Bảo Vân,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
Bằng Kiều,"['vietnamese bolero', 'v-pop', 'bolero']"
Bệt Band,"['vietnam indie', 'v-pop']"
Bống Vân Trang,[]
C-NOTE,[]
C. Morgan,[]
C. Tangana,['flamenco']
C.A,"['compilation', 'special purpose', 'special purpose artist']"
CA$HANOVA BULHAR,[]
CA$TAN,[]
CANEY030,['german hip hop']
CAPO,['german hip hop']
CARA,['v-pop']
CERES,['techno']
CHANEE,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi', 'vietnam indie']"
CHANGMO,['k-rap']
CHANYEOL,['k-pop']
CHARLES.,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
CHEKAA,['german hip hop']
CHILLIES SA,[]
CHIN,"['vietnam indie', 'v-pop']"
CILLIAN,[]
CIVO,"['german hip hop', 'german pop']"
CKay,"['afrobeats', 'afrobeat', 'afropop']"
CM1X,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']"
CMH,['rave']
CRO,"['german hip hop', 'german pop']"
CUPSIZE,['hyperpop']
CUTIE STREET,['j-pop']
CYRIL,"['avant-folk', 'indie folk', 'switzerland']"
Ca Ca,['v-pop']
Cadillac,[]
Cafuné,"['dream pop', 'indie rock', 'electropop', 'synthpop', 'indie pop', 'deep house']"
Caiiro,"['afro house', 'gqom', 'tribal house', 'deep house', 'amapiano', 'afro soul']"
Cain,"['vietnamese hip hop', 'vinahouse', 'v-pop']"
Caio Passos,"['trap funk', 'funk', 'brazilian trap', 'funk consciente']"
Cairokee,"['egyptian pop', 'egyptian hip hop', 'arabic rap', 'mahraganat', 'khaleeji']"
Calcutta ,['indie']
Calein,"['opm', 'harana', 'pinoy indie', 'kundiman']"
Calema,"['kizomba', 'zouk']"
Calibre 50,"['banda', 'corrido', 'norteño', 'música mexicana', 'sierreño', 'grupera']"
Calin,[]
Calle 24,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos', 'sad sierreño']"
Calum Scott,['soft pop']
Calvin Harris,['edm']
Calyxis,[]
Cam,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Cameron Vigano,['lullaby']
Cameron Whitcomb,[]
Camidoh,"['afrobeats', 'afrobeat', 'hiplife', 'afropop']"
Camila Cabello,['pop']
Camille Lellouche,"['variété française', 'french pop', 'chanson']"
Camilo,['colombian pop']
Campbell,['drum and bass']
CamrinWatsin,[]
Can Kazaz,['turkish pop']
Can Koç,['turkish pop']
Canbay & Wolker,"['turkish hip hop', 'turkish pop']"
CangCang,"['vietnamese hip hop', 'v-pop']"
Cano,"['flamenco urbano', 'flamenco']"
Canozan,['turkish pop']
Cao Bá Hưng,"['vietnamese hip hop', 'v-pop']"
Cao Mỹ Kim,['v-pop']
CaoTri,"['vietnamese lo-fi', 'vinahouse', 'v-pop']"
Capo Plaza,"['italian trap', 'trap']"
Captain,"['v-pop', 'vietnamese hip hop']"
Captain Boy,"['v-pop', 'vietnamese hip hop']"
"Car, the garden",['k-ballad']
Cara,"['v-pop', 'vietnamese lo-fi']"
Caralisa Monteiro,"['bollywood', 'hindi pop', 'desi']"
Carbonne,[]
Cardi B,"['alternative pop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop', 'pop rap', 'queer', 'trap']"
Carin Leon,"['banda', 'norteño', 'sierreño', 'corrido', 'grupera', 'ranchera', 'sad sierreño', 'música mexicana']"
Carla Monroe,['piano house']
Carson Coma,[]
Cartoon,"['brazilian band', 'progressive', 'progressive rock', 'rock']"
Cashmel,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
Cassper Nyovest,"['amapiano', 'gqom', 'afro soul', 'afropop']"
CatchUp,[]
Catchellers,"['v-pop', 'vietnam indie']"
Cazulee,['afro adura']
Cazzu,"['argentine trap', 'trap latino', 'turreo', 'trap']"
CeCe Trương,"['v-pop', 'vietnam indie']"
CeCe Winans,"['gospel', 'worship', 'christian']"
Cean Jr.,"['pinoy r&b', 'opm', 'pinoy hip hop', 'p-pop']"
Ceeka RSA,"['amapiano', 'gqom']"
Celeste,"['alternative r&b', 'contemporary r&b', 'neo soul', 'r&b', 'soul']"
Cem Adrian,"['arabesk', 'turkish pop']"
Central Cee,"['uk drill', 'drill', 'grime']"
Cesare Cremonini,['italian singer-songwriter']
Ceza,"['turkish hip hop', 'rap']"
Chance Peña,[]
Chance the Rapper,"['abstract hip hop', 'alternative hip hop', 'chicago rap', 'conscious hip hop', 'english', 'experimental', 'hip hop', 'hip-hop', 'jazz rap', 'pop rap', 'r&b', 'rap', 'trap']"
Chandler Moore,"['worship', 'gospel', 'christian']"
Chandra Bose,"['tollywood', 'telugu pop', 'tamil dance']"
Chandra Brar,"['punjabi pop', 'bhangra']"
Changg,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
Chani Nattan,"['punjabi hip hop', 'bhangra', 'punjabi pop', 'desi']"
Chapo102,['german hip hop']
Chappell Roan,"['alternative pop', 'dance-pop', 'gay pop', 'indie pop', 'pop', 'queer', 'synth-pop']"
Charan,"['hindi indie', 'indian indie']"
Charity Gayle,"['worship', 'christian', 'pentecostal']"
Charli xcx,"['hyperpop', 'art pop']"
Charlie Puth,"['soft pop', 'pop']"
Charlotte Cardin,"['la voix', 'pop']"
Charlotte Plank,['drum and bass']
Charlotte de Witte,"['techno', 'acid techno', 'hard techno', 'tekno']"
Charmy Pham,"['v-pop', 'vinahouse']"
Charusha,[]
Chase & Status,"['drum and bass', 'jungle']"
Chayanne,['latin pop']
Cheb Hichem TGV,"['raï', 'moroccan chaabi', 'moroccan pop']"
Cheba Warda,"['raï', 'moroccan chaabi', 'moroccan pop']"
Chee,['v-pop']
Cheema Y,"['punjabi pop', 'punjabi hip hop']"
Chelsea Cutler,['pop']
Chencho Corleone,['reggaeton']
Cheng,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vinahouse']"
Cherish,"['hip hop', 'hip hop rnb and dance hall', 'r&b']"
Chernoburkv,['witch house']
Chet Singh,['punjabi pop']
Chezile,"['dream pop', 'indie pop', 'pop']"
Chhote Baba,"['bhojpuri pop', 'bhojiwood']"
Chi Pu,"['v-pop', 'vinahouse', 'vietnam indie']"
Chi Tam,['vietnamese bolero']
Chico,"['anime', 'j-pop']"
Chico Rose,['slap house']
Chiennhatlang,"['vietnamese hip hop', 'v-pop']"
Chike,"['afrobeats', 'afrobeat', 'afropop', 'afro soul', 'hiplife']"
Chill Only,['hip hop']
Chillhop World,['lo-fi']
ChillieSpice,[]
Chillies,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Chillies RSA,"['gqom', 'amapiano', 'afropop']"
Chillies X Spova X Teddy,['punk rock']
Chilly,"['disco', 'hi-nrg']"
Chimbala,['dembow']
Chinmayi,"['tollywood', 'tamil pop', 'telugu pop', 'kollywood', 'marathi pop', 'bollywood', 'hindi pop', 'desi']"
Chinna,"['punjabi hip hop', 'bhangra', 'punjabi pop']"
Chino Pacas,"['corridos tumbados', 'corrido', 'corridos bélicos', 'música mexicana', 'electro corridos']"
ChiuLinh,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Chley,"['amapiano', 'gqom', 'bongo flava', 'afrobeats']"
Choi Sung Ho,[]
Choi Yu Ree,['k-ballad']
Chris Brown,['r&b']
Chris Grey,['alternative rock']
Chris Jedi,"['trap latino', 'reggaeton', 'urbano latino']"
Chris Lebron,['bachata']
Chris Stapleton,['country']
Christian Nodal,"['banda', 'ranchera', 'mariachi', 'norteño', 'música mexicana', 'grupera']"
Christina Shusho,"['african gospel', 'gospel']"
Chrystal,[]
Chu Thúy Quỳnh,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Chuckie Akenz,"['dutch house', 'electro house', 'electronic', 'house']"
Chung Thanh Duy,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'vietnamese hip hop', 'vietnam indie']"
Chuyin,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos']"
Châu Bùi,"['vietnamese hip hop', 'v-pop']"
Châu Tuyết Vân,['v-pop']
Châu Đăng Khoa,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
Chí,['vietnamese lo-fi']
Chị Cả,"['vietnamese hip hop', 'v-pop']"
Chị Đẹp Đạp Gió Rẽ Sóng,"['v-pop', 'vietnam indie']"
Chọn gì? Chọn đi!,['v-pop']
Ciscaux,['meme rap']
Citybois,[]
Clams Casino,"['cloud rap', 'witch house']"
Clara La San,[]
Clara Luciani,"['french pop', 'variété française', 'chanson', 'french house']"
Clarent,[]
Claude,['nederpop']
Claudio Capéo,"['variété française', 'french pop', 'chanson']"
Clave Especial,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'electro corridos']"
Clayton & Romário,"['sertanejo', 'sertanejo universitário', 'agronejo', 'arrocha']"
Clean Bandit,"['dance', 'dance-pop', 'electronic', 'electropop', 'english', 'house', 'pop', 'tech house', 'uk', 'united kingdom']"
Cleffy,['alternative r&b']
Clementine Douglas,[]
Cleo Sol,"['neo soul', 'alternative r&b']"
Cleverstar,[]
Close Listen,['italian trap']
Clueso,['german pop']
CoComelon,"[""children's music"", 'lullaby']"
Cochise,['rage rap']
Cocktail,"['thai rock', 'thai pop', 't-pop']"
Coco Jones,[]
Cody Carnes,"['worship', 'christian']"
Cody Johnson,"['texas country', 'country', 'red dirt']"
Coi Leray,"['pop rap', 'trap']"
Coldplay,"['alternative rock', 'art pop', 'big music', 'british', 'britpop', 'dream pop', 'piano rock', 'pop', 'pop rock', 'post-britpop', 'rock', 'uk']"
Coldzy,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Cole Swindell,"['country', 'acoustic country']"
Colin Hay,['drum and bass']
Columbia Symphony Orchestra,"['classical', 'orchestra']"
Complexo dos Hits,"['funk de bh', 'funk']"
Conan Gray,"['2020s', 'alternative pop', 'ballad', 'indie pop', 'pop', 'pop rock', 'queer', 'singer-songwriter', 'synth-pop']"
Connie Constance,[]
Contra,['turkish hip hop']
CoolKid,"['v-pop', 'vietnamese hip hop']"
Corona,['eurodance']
Corrella,['nz reggae']
CowBoii,"['amapiano', 'gqom']"
Coyote Theory,[]
Crayon,"['indie', 'indie pop', 'twee']"
Creeds,"['techno', 'hard techno', 'tekno']"
Creep Hyp,"['j-pop', 'j-rock']"
Creepy Nuts,"['anime', 'j-pop', 'j-rap']"
Cris Mj,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'reggaeton']"
Crowd Lu,"['mandopop', 'taiwanese pop', 'taiwanese indie', 'c-pop', 'chinese indie']"
Cruel Santino,"['alté', 'afrobeats', 'afroswing', 'afrobeat', 'afropop', 'afro soul']"
Cruz Cafuné,"['hip hop', 'r&b', 'trap']"
Cukak,"['vinahouse', 'v-pop', 'vietnamese hip hop']"
Cults,"['indie pop', 'twee pop']"
Cumbiafrica,"['latin house', 'afro house', 'tech house', 'tribal house']"
Cup of Joe,"['opm', 'harana', 'p-pop', 'pinoy indie', 'kundiman']"
CÉLINE,"['german hip hop', 'german pop']"
Cá Hồi Hoang,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Cá Nóc,['vietnamese hip hop']
Công Dương,"['v-pop', 'vietnamese hip hop']"
Công Tràng,[]
Cường Lê,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
Cường Seven,['v-pop']
Cầm,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']"
Cẩm Ly,"['vietnamese bolero', 'v-pop', 'bolero']"
Cẩm Vân,"['vietnamese bolero', 'v-pop']"
Củ Cải,"['vietnamese lo-fi', 'vietnam indie', 'v-pop', 'vietnamese hip hop']"
Cừu Bông,['v-pop']
D $Munyo,[]
D Blue,"['vietnamese lo-fi', 'vietnamese hip hop', 'v-pop', 'vietnam indie']"
D CROWN,['v-pop']
D Gerrard,"['thai hip hop', 'thai pop', 't-pop']"
D-Block Europe,"['grime', 'uk drill']"
D-Hack,"['k-rap', 'k-ballad']"
D.A,['v-pop']
D.C,['k-rap']
D.O.,['pop']
D.O.D,"['piano house', 'electro house']"
DAESUNG,['k-pop']
DANIEL,"['argentinian', 'beethoven', 'classical', 'conductor', 'pianist', 'piano']"
DANMY,"['v-pop', 'vietnamese hip hop']"
DATWEE,"['vietnamese hip hop', 'v-pop']"
DAVIDBOIE,"['thai hip hop', 'thai pop']"
DBN Gogo,"['amapiano', 'gqom']"
DC Tâm,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
DCOD,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
DCROWNFLY,[]
DEAD BLONDE,[]
DEKKO,['urbano latino']
DELLAFUENTE,"['flamenco urbano', 'flamenco']"
DEMI,"['pinoy r&b', 'pinoy hip hop', 'opm']"
DENȲ,"['pinoy r&b', 'pinoy hip hop', 'opm', 'p-pop']"
DEPAPEPE,[]
DFZM,[]
DI-RECT,['nederpop']
DICKSON,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
DIKKA,"[""children's music""]"
DILBLIN,[]
DIMICHI,['v-pop']
DIOR 大穎,"['mandopop', 'c-pop']"
DIVINE,"['hindi hip hop', 'desi hip hop', 'punjabi hip hop', 'punjabi pop']"
DJ AM,['vinahouse']
DJ ANXVAR,"['phonk', 'brazilian funk']"
DJ Anemia,['phonk']
DJ Anh Châu,[]
DJ Ari SL,"['agronejo', 'sertanejo']"
DJ Cashi,"['schlagerparty', 'schlager']"
DJ Conds,['timba']
DJ Dael,"['funk', 'funk consciente']"
DJ Di Marques,['funk']
DJ Douglinhas,"['funk', 'brazilian funk']"
DJ Frass,"['dancehall', 'afroswing', 'soca']"
DJ Gin,"['vinahouse', 'v-pop', 'vietnamese hip hop']"
DJ Glenner,"['funk', 'trap funk', 'funk consciente']"
DJ Gollum,"['hardstyle', 'nightcore']"
DJ JB Mix,['funk']
DJ JOAO DA INESTAN,"['funk de bh', 'funk', 'brazilian funk']"
DJ KAP,[]
DJ Khaled,"['another one', 'congratulations you played yourself', 'contemporary r&b', 'english', 'gangsta rap', 'hip hop', 'pop rap', 'southern hip hop', 'trap rap', 'we the best music']"
DJ L30,['funk']
DJ Luian,"['reggaeton', 'trap latino']"
DJ Magrin Da DZ7,['phonk']
DJ Maphorisa,"['amapiano', 'gqom', 'afrobeats', 'afro house', 'afropop']"
DJ Matt D,"['funk consciente', 'funk', 'brazilian trap', 'trap funk']"
DJ Mie,['v-pop']
DJ Miller Oficial,"['funk', 'brazilian funk']"
DJ NATAN 22,['funk']
DJ Nelson,['reggaeton']
DJ Neptune,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'hiplife']"
DJ Noiz,['nz reggae']
DJ Oreia,"['funk', 'funk consciente', 'trap funk']"
DJ Premier,['east coast hip hop']
DJ Rink,['lo-fi']
DJ Sammer,"['funk de bh', 'funk', 'brazilian funk']"
DJ Scheme,[]
DJ Snake,"['2010s', 'alternative r&b', 'contemporary r&b', 'dance', 'edm', 'electropop', 'hip hop', 'moombahton', 'trap']"
DJ Stokie,"['amapiano', 'gqom']"
DJ Style,"['lounge', 'bossa nova']"
DJ TOPO,"['funk', 'brazilian funk']"
DJ Tao,"['rkt', 'turreo', 'cumbia']"
DJ Tearz,[]
DJ Thanh Nguyễn,[]
DJ Totti,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop', 'egyptian shaabi']"
DJ TuSo,"['vinahouse', 'v-pop']"
DJ Tunez,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'afroswing', 'azonto']"
DJ Tuấn Su,"['compilation', 'special purpose', 'special purpose artist']"
DJ VAnh Remix,[]
DJ Vilão DS,"['phonk', 'brazilian funk']"
DJ Xillix,"['compilation', 'special purpose', 'special purpose artist']"
DN,['k-pop']
DNMO,['drum and bass']
DONAL,"['vietnamese hip hop', 'v-pop']"
DOROFEEVA,[]
DREAMeR,"['v-pop', 'vietnamese lo-fi']"
DREN,[]
DSmall,"['vinahouse', 'v-pop']"
DT TAP RAP,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']"
DTAP,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']"
DVRST,"['phonk', 'drift phonk']"
DXY,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
DYSTINCT,"['moroccan pop', 'raï']"
Da LAB,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Da Muziqal Chef,"['amapiano', 'gqom']"
Da-iCE,"['j-pop', 'anime']"
DaBaby,"['hip hop', 'southern hip hop']"
Daa Major,"['vietnamese lo-fi', 'v-pop', 'vinahouse']"
Dabro,[]
Daddy Liu,"['highlife', 'hiplife', 'azonto', 'afrobeats']"
Daddy Yankee,"['reggaeton', 'latin']"
Dadju,"['pop urbaine', 'french pop']"
Daecolm,['afro house']
Daft Punk,"['french house', 'electronic', 'electro']"
Dai Ca P,[]
Dai Verse,"['afrobeats', 'afrobeat', 'afropop', 'afro adura', 'afro soul', 'alté']"
Daisy Le Garçon,"['vietnamese hip hop', 'v-pop']"
Dalex,['reggaeton']
Daliwonga,"['amapiano', 'gqom']"
Dallass,"['brazilian trap', 'trap', 'brazilian hip hop', 'trap funk']"
Damian Marley,"['reggae', 'ragga', 'roots reggae', 'dancehall']"
Damiano David,[]
Damn Yury,[]
Damso,['pop urbaine']
Dan Lauften,"['audiobook', 'author', 'has german audiobooks']"
Dan Nguyen,"['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']"
Dang Minh,"['v-pop', 'vietnamese hip hop']"
Danger Dan,['german pop']
Dangrangto,"['vietnamese hip hop', 'v-pop']"
Dani Fernández,[]
Daniel Caesar,"['alternative r&b', 'caesar', 'contemporary r&b', 'daniel', 'r&b', 'r&b/soul', 'toronto']"
Daniel Schulz,[]
Danilo e Davi,"['sertanejo', 'agronejo', 'sertanejo universitário']"
Danny,['hindi pop']
Danny Koo,[]
Danny Ocean,['reggaeton']
DannyLux,"['sad sierreño', 'corridos tumbados', 'corrido', 'sierreño', 'música mexicana', 'electro corridos']"
Darbuka Siva,"['tamil pop', 'kollywood']"
Dardan,['german hip hop']
Darell,"['reggaeton', 'trap latino', 'dembow', 'urbano latino']"
Daria Zawiałow,[]
Darin,"['2008 universal fire victim', 'big band', 'country music', 'jazz', 'oldies', 'pop', 'rock', 'rock & roll', 'standards', 'swing', 'teen pop', 'traditional pop']"
